"","Date","水泥","食品","塑膠","紡織","電機","電纜","玻璃","造紙","鋼鐵","橡膠","汽車","營建","航運","觀光","金融","百貨","其他","化學","生技","油電","半導體","電腦","光電","通信","零組件","電通","資服","其他電","化生","電子","窯製","化工","日新增案例-7日簡單平均線"
"51",2021-05-14,200.878571428571,1942.53857142857,288.587142857143,689.258571428571,244.201428571428,86.8928571428571,84.2914285714286,425.007142857143,187.901428571429,366.667142857143,329.108571428571,358.268571428571,174.524285714286,99.8428571428571,1504.78,286.437142857143,345.897142857143,123.842857142857,68.84,131.977142857143,390.924285714286,139.068571428571,45.7942857142857,127.485714285714,160.214285714286,161.632857142857,130.517142857143,100.974285714286,111.507142857143,788.625714285714,802.175714285714,965.631428571429,16
"52",2021-05-15,198.944285714286,1933.24904761905,284.068571428571,679.509523809524,240.243333333333,83.6128571428571,81.8452380952381,415.365714285714,182.007619047619,358.964285714286,323.319523809524,352.902857142857,169.363809523809,97.9328571428571,1489.60857142857,286.101904761904,342.976666666667,121.744285714286,68.5419047619048,130.291428571429,385.961428571429,137.279523809524,44.6666666666667,126.8,157.695714285714,160.101428571429,129.152380952381,99.292380952381,110.281428571429,778.097619047619,791.628095238095,950.72380952381,41.7142857142857
"53",2021-05-16,196.585714285714,1921.05285714286,278.99,666.631428571428,235.58,79.8342857142857,78.7314285714286,403.475714285714,174.684285714286,349.848571428572,316.72,346.547142857143,162.984285714286,95.6485714285714,1469.41571428571,285.721428571428,339.262857142857,119.378571428571,68.2,128.375714285714,381.18,135.357142857143,43.5,126.041428571428,155.211428571429,158.305714285714,127.715714285714,97.4942857142857,108.894285714286,767.618571428571,778.54,933.792857142857,71.1428571428571
"54",2021-05-17,193.802857142857,1905.95,273.351428571428,650.624285714285,230.211428571428,75.5571428571428,74.95,389.337142857143,165.931428571429,339.32,309.31,339.201428571428,155.385714285714,92.99,1444.20142857143,285.295714285714,334.755714285714,116.745714285714,67.8142857142858,126.23,376.58,133.301428571429,42.2942857142857,125.21,152.761428571429,156.245714285714,126.207142857143,95.58,107.345714285714,757.188571428571,762.911428571429,914.838571428571,116.857142857143
"55",2021-05-18,192.905714285714,1899.99571428571,270.887142857143,640.434285714285,229.148571428571,73.2371428571428,71.3914285714286,380.685714285714,160.704285714286,332.77,306.107142857143,335.107142857143,150.115714285714,91.6414285714285,1434.59428571429,287.617142857143,334.388571428571,115.602857142857,67.9228571428572,125.337142857143,377.078571428572,132.898571428571,41.9457142857143,125.06,152.751428571429,155.977142857143,125.804285714286,95.3457142857143,106.885714285714,757.148571428571,753.832857142857,906.247142857143,150
"56",2021-05-19,193.328571428571,1903.82428571429,271.302857142857,637.798571428571,229.782857142857,72.6114285714285,69.5285714285715,379.032857142857,159.722857142857,329.854285714286,305.582857142857,333.902857142857,149.018571428571,91.4171428571428,1435.62,290.82,336.538571428571,115.645714285714,68.1285714285715,125.398571428571,378.247142857143,133.258571428571,42.1614285714286,125.302857142857,153.648571428572,156.602857142857,125.974285714286,95.6157142857143,107.062857142857,759.662857142857,751.998571428571,906.461428571428,186
"57",2021-05-20,194.197142857143,1907.76571428571,272.237142857143,638.66,230.455714285714,72.4485714285714,68.2571428571429,377.898571428571,158.778571428571,327.627142857143,305.804285714286,333.292857142857,150.005714285714,91.1885714285714,1438.38714285714,292.267142857143,338.4,115.86,68.1914285714286,125.8,380.122857142857,133.552857142857,42.1457142857143,125.74,154.362857142857,157.052857142857,126.17,95.9057142857143,107.211428571429,762.86,752.645714285714,908.027142857143,224.142857142857
"58",2021-05-21,195.037142857143,1910.38714285714,272.991428571429,642.95,230.988571428571,72.7057142857143,68.6042857142857,380.761428571429,159.807142857143,327.762857142857,306.172857142857,333.5,153.847142857143,91.2114285714285,1442.22428571429,292.882857142857,339.875714285714,116.304285714286,68.4885714285715,126.061428571429,381.797142857143,133.741428571429,42.2471428571429,126.037142857143,155.344285714286,157.512857142857,126.335714285714,96.3828571428572,107.65,766.015714285714,755.99,910.517142857143,264.142857142857
"59",2021-05-22,196.156666666667,1913.74571428571,274.155714285714,649.897142857143,232.240952380952,73.2457142857143,69.2647619047619,385.245714285714,161.394285714286,329.249523809524,307.247619047619,334.48,158.58619047619,91.5819047619047,1448.66904761905,293.541428571428,342.149523809524,116.970952380952,68.8361904761905,126.368571428571,383.726666666667,134.109523809524,42.5152380952381,126.39619047619,156.55,158.258571428572,126.604761904762,97.142380952381,108.232857142857,770.014761904762,760.790476190476,914.644761904762,341
"60",2021-05-23,197.555714285714,1917.84142857143,275.73,659.501428571428,234.212857142857,74.0685714285714,70.2385714285715,391.351428571429,163.54,332.087142857143,309.028571428572,336.232857142857,164.222857142857,92.3,1457.72142857143,294.242857142857,345.221428571428,117.86,69.2342857142857,126.721428571429,385.911428571429,134.657142857143,42.95,126.817142857143,157.98,159.29,126.977142857143,98.1842857142858,108.96,774.857142857143,767.047142857143,920.41,377.142857142857
"61",2021-05-24,199.234285714286,1922.67428571429,277.714285714286,671.762857142857,236.904285714285,75.1742857142857,71.5257142857143,399.078571428572,166.244285714286,336.275714285714,311.515714285714,338.758571428571,170.757142857143,93.3657142857142,1469.38142857143,294.987142857143,349.091428571428,118.971428571429,69.6828571428572,127.12,388.351428571429,135.384285714286,43.5514285714286,127.3,159.634285714286,160.607142857143,127.452857142857,99.5085714285715,109.831428571429,780.542857142857,774.76,927.812857142857,414.285714285714
"62",2021-05-25,199.677142857143,1920.34285714286,279.3,677.265714285714,238.258571428571,75.6057142857143,72.1942857142857,402.2,166.391428571429,338.894285714286,312.817142857143,339.412857142857,174.655714285714,93.7842857142857,1471.57571428571,293.665714285714,350.592857142857,119.38,69.8257142857143,127.222857142857,389.61,135.651428571429,43.87,127.507142857143,160.765714285714,161.158571428572,127.514285714286,100.141428571429,110.134285714286,783.498571428571,777.365714285714,932.794285714285,456.571428571429
"63",2021-05-26,199.811428571429,1920.06571428572,280.248571428571,683.245714285714,239.647142857143,75.56,72.5028571428572,404.691428571429,165.002857142857,341.014285714286,314.384285714286,340.731428571429,178.082857142857,94.0885714285714,1475.46,292.74,352.528571428571,119.714285714286,70.1614285714286,127.642857142857,391.597142857143,135.86,43.95,127.665714285714,161.997142857143,161.71,127.695714285714,100.93,110.548571428571,787.278571428571,778.34,936.372857142857,508.285714285714
"64",2021-05-27,199.712857142857,1916.37714285714,281.267142857143,689.021428571428,240.94,75.9585714285714,73.0742857142857,409.25,165.067142857143,344.5,315.325714285714,342.23,182.524285714286,94.79,1479.56428571428,292.005714285714,354.712857142857,120.131428571429,70.6928571428572,127.63,393.587142857143,136.204285714286,44.2485714285714,127.644285714286,163.248571428571,162.44,127.954285714286,101.472857142857,111.152857142857,791.127142857143,779.004285714286,940.912857142857,562.285714285714
