"","BTC","Oil","Gold","new_cases","total_cases","BTC_ROC","Oil_ROC","Gold_ROC","BTC_7MA","Oil_7MA","Gold_7MA","new_cases_7MA","new_cases_ROC"
"2020-04-25",7569.936035,15.553334,1719.63334133333,30396,950580,0.00251773974729197,-0.0854027274673443,-0.0022460125175634,7231.35365514286,2.30809523809523,1711.77141466667,29570.4285714286,-0.061591577036296
"2020-04-26",7679.867188,14.166667,1715.76668266667,26501,977081,0.0144176361690764,-0.0933832099967664,-0.00225106844760425,7301.41685271428,7.04571442857142,1714.38570728571,29628.2857142857,-0.137128069144048
"2020-04-27",7795.601074,12.78,1711.900024,23703,1000784,0.014957355954861,-0.103010361842284,-0.00225614719150968,7431.937221,14.2471431428571,1715.85714271429,28753.2857142857,-0.111580400289592
"2020-04-28",7807.058594,12.34,1710.5,24577,1025361,0.00146866268998558,-0.035035430472147,-0.000818153382583731,7564.32798557143,14.5800002857143,1720.47143542857,28561.8571428571,0.0362092738031308
"2020-04-29",8801.038086,15.06,1703.400024,26438,1051799,0.119841406419368,0.199196203894506,-0.00415945762121073,7804.87520928571,14.7628574285714,1716.85716014286,28216,0.0729910365062452
"2020-04-30",8658.553711,18.84,1684.199951,29220,1081019,-0.0163219781858075,0.22394004677647,-0.0113356232944888,7980.42222385714,15.0971431428571,1709.84286042857,27594.5714285714,0.100050677045751
"2020-05-01",8864.766602,19.780001,1694.5,34926,1115945,0.0235369104887049,0.0486891076024647,0.00609706754514594,8168.11732714286,15.5028574285714,1705.70000328571,27965.8571428571,0.178377572079846
"2020-05-02",8988.59668,19.9833336666667,1698.63334133333,27350,1143295,0.0138721272644471,0.0102272327352986,0.00243629882000551,8370.78313357143,16.1357145238095,1702.70000328571,27530.7142857143,-0.24451421554159
"2020-05-03",8897.46875,20.1866663333333,1702.76668266667,24297,1167592,-0.0101899122389355,0.0101236944625533,0.00243037769078303,8544.72621385714,16.9957144285714,1700.84286042857,27215.8571428571,-0.118363183507491
"2020-05-04",8912.654297,20.389999,1706.900024,24085,1191677,0.00170527184341474,0.01002223159418,0.00242448527297068,8704.30524571428,18.0828571428571,1700.12857471429,27270.4285714286,-0.00876360962557854
